SizeKb,readmeSize,stargazers,language,forks_count,open_issues_count,DescLen,numOfContributors,isActive
240,0,0,'Not Specified',0,0,97,3,false
2780,82,0,Other,0,0,13,1,false
8382,8098,0,Other,0,0,17,24,false
957,127,0,C#,0,0,0,2,false
1880,46,0,JavaScript,0,0,29,1,false
148,1937,7,Other,1,0,68,1,false
147,0,1,'Not Specified',0,0,155,1,false
92,0,1,PHP,0,0,30,1,false
88,2973,2,Other,0,0,85,0,false
48,0,1,'Not Specified',0,0,0,-1,false
11649,1254,1,C#,0,0,25,13,false
88,732,2,Other,0,0,54,1,false
48,0,1,'Not Specified',0,0,28,-1,false
619,0,1,JavaScript,0,0,0,30,false
280,772,1,PHP,0,0,22,2,false
8789,0,1,JavaScript,0,0,24,1,false
92,0,2,'Not Specified',0,0,0,1,false
85,0,1,'Not Specified',0,0,0,1,false
48,0,1,'Not Specified',0,0,0,-1,false
48,0,1,'Not Specified',0,0,0,-1,false
131,0,1,PHP,0,0,394,1,false
48,0,1,'Not Specified',0,0,0,-1,false
99,0,1,PHP,0,0,0,4,false
74,2801,1,'Not Specified',0,0,54,1,false
79,0,1,'Not Specified',0,0,57,1,false
79,0,1,'Not Specified',0,0,58,1,false
1423,0,1,JavaScript,0,0,51,3,false
1306,0,1,Java,0,0,0,1,false
941,320,6,Other,3,0,25,3,false
1332,0,1,C++,0,0,0,2,false
227,5011,1,Other,0,0,39,12,false
152,0,3,JavaScript,0,0,37,1,true
53,0,0,Other,0,0,87,1,false
285,362,1,Objective-C,0,0,50,1,false
120,0,3,C,1,2,41,1,false
124,4573,1,Ruby,0,0,152,2,false
375495,1609,78,PHP,20,15,1574,5,true
82,0,1,Python,0,0,104,1,false
104,0,1,'Not Specified',0,0,20,1,false
92,0,1,'Not Specified',1,0,64,1,false
188,0,1,'Not Specified',0,0,10,1,false
261,0,1,JavaScript,0,0,38,4,false
2674,37,1,C++,0,5,7,1,false
342,4849,1,Ruby,0,0,33,3,false
48,0,1,'Not Specified',0,0,0,-1,false
13104,0,4,C++,0,0,30,1,false
61928,1382,794,Python,246,14,45,4,true
342,773,49,Python,9,2,25,1,true
79,2118,1,'Not Specified',0,0,63,2,false
120,0,0,C++,0,0,0,1,false
78564,0,1,C,0,0,63,3,false
2519,2452,1,Ruby,0,0,64,30,false
1168,0,1,JavaScript,0,0,49,3,false
2335,0,1,Objective-C,0,0,27,1,false
490,365,1,JavaScript,0,0,43,1,false
84,0,1,'Not Specified',0,0,15,1,false
75,0,1,Objective-C,0,0,42,1,false
190,6072,1,'Not Specified',0,0,51,6,false
33677,0,1,C,0,0,0,10,false
618,0,1,'Not Specified',0,0,0,1,false
48,0,1,'Not Specified',0,0,0,-1,false
100,0,1,'Not Specified',0,0,0,1,false
37674,0,1,C,0,0,0,6,false
782,125,1,JavaScript,1,0,25,1,false
100,0,1,Java,0,0,25,1,false
30187,0,1,C++,0,0,35,18,false
88,0,1,'Not Specified',0,0,0,0,false
243,13385,53,JavaScript,20,4,40,12,true
7560,0,1,'Not Specified',0,0,0,1,false
116,0,2,'Not Specified',0,0,0,1,false
472,0,1,Other,0,0,0,16,false
128,0,1,Ruby,0,0,0,1,false
132,0,1,Ruby,0,0,0,0,false
15240,0,13,C,8,20,49,3,true
48,0,1,'Not Specified',0,0,0,-1,false
137,0,1,Java,0,0,39,0,false
48,0,1,'Not Specified',0,0,4,-1,false
15687,3214,1,JavaScript,0,0,38,30,false
99,2412,2,Ruby,0,0,68,1,false
600817,0,1,C,0,0,24,30,false
42226,0,1,C,0,0,42,4,false
132,0,1,PHP,0,0,23,1,false
88,0,1,'Not Specified',0,0,29,1,false
598,0,1,Ruby,0,0,54,7,false
93,0,1,'Not Specified',1,0,74,0,false
48,0,1,'Not Specified',0,0,4,-1,false
49560,0,1,C++,0,0,85,16,false
256,0,2,JavaScript,0,0,0,1,false
48,0,1,'Not Specified',0,0,39,-1,false
1117,0,1,Python,1,0,58,7,false
2270,0,1,Java,0,0,48,1,false
97,0,0,Ruby,0,0,84,2,false
416,0,1,Ruby,0,0,0,1,false
92,0,1,'Not Specified',0,0,37,1,false
116,0,1,C#,0,0,0,1,false
3132,0,2,JavaScript,0,0,31,1,false
116,0,2,Java,0,0,24,1,false
132,95,1,Ruby,0,0,13,1,false
118,0,1,Python,1,0,35,1,false
240,323,2,JavaScript,1,0,55,1,false
148,823,1,C,0,0,99,2,false
48,0,1,'Not Specified',0,0,0,-1,false
6961,0,1,Python,0,0,16,1,false
157,32324,1,Ruby,0,0,42,24,false
102,44964,1,'Not Specified',0,0,38,11,false
140,0,3,C,0,0,75,1,false
56,0,0,'Not Specified',0,0,22,-1,false
364,3280,0,Python,0,0,52,6,false
56,0,0,'Not Specified',0,0,23,-1,false
56,0,0,'Not Specified',0,0,20,-1,false
56,0,0,'Not Specified',0,0,22,-1,false
77,1872,0,PHP,0,0,37,1,false
56,0,0,'Not Specified',0,0,21,-1,false
56,0,0,'Not Specified',0,0,23,-1,false
56,0,0,'Not Specified',0,0,22,-1,false
56,0,0,'Not Specified',0,0,19,-1,false
56,0,0,'Not Specified',0,0,25,-1,false
19940,4038,0,PHP,0,0,27,26,false
56,0,0,'Not Specified',0,0,28,-1,false
139,9021,0,Other,0,0,78,3,false
348,0,0,Ruby,0,0,0,1,false
302,2304,0,Other,0,0,54,6,false
56,0,0,'Not Specified',0,0,15,-1,false
56,0,0,'Not Specified',0,0,23,-1,false
148,51,0,'Not Specified',1,0,40,1,false
56,0,0,'Not Specified',0,0,0,-1,false
56,0,0,'Not Specified',0,0,29,-1,false
56,0,0,'Not Specified',0,0,33,-1,false
56,0,0,'Not Specified',0,0,28,-1,false
56,0,0,'Not Specified',0,0,20,-1,false
77,3140,0,PHP,0,0,21,0,false
56,0,0,'Not Specified',0,0,21,-1,false
56,0,0,'Not Specified',0,0,22,-1,false
112,70,0,'Not Specified',0,0,32,1,false
594,6348,0,Java,0,0,71,2,false
348,790,0,JavaScript,0,0,22,0,false
184,12,0,Other,0,0,0,1,false
56,0,0,'Not Specified',0,0,20,-1,false
56,0,0,'Not Specified',0,0,21,-1,false
1691,0,0,C,0,0,0,0,false
21353,2153,0,Java,0,0,31,27,false
56,0,0,'Not Specified',0,0,26,-1,false
56,0,0,'Not Specified',0,0,26,-1,false
5064,2081,0,JavaScript,0,0,65,1,false
74,0,0,Java,0,0,25,1,false
56,0,0,'Not Specified',0,0,27,-1,false
320,865,1,Python,0,0,0,1,false
56,0,0,'Not Specified',0,0,22,-1,false
56,0,0,'Not Specified',0,0,0,-1,false
56,0,0,'Not Specified',0,0,22,-1,false
56,0,0,'Not Specified',0,0,7,-1,false
1320,8369,1,Other,0,7,15,0,false
5192,50,0,PHP,0,0,18,1,false
56,0,0,'Not Specified',0,0,23,-1,false
56,0,0,'Not Specified',0,0,26,-1,false
56,0,0,'Not Specified',0,0,25,-1,false
460,3851,0,Other,0,0,88,8,false
56,0,0,'Not Specified',0,0,21,-1,false
37002,4458,0,JavaScript,0,0,89,30,false
56,0,0,'Not Specified',0,0,27,-1,false
112,0,0,C++,0,0,0,1,false
9368,0,0,C#,0,0,8,0,false
56,0,0,'Not Specified',0,0,31,-1,false
71,335,0,Other,0,0,44,8,false
588,62,0,C++,0,0,0,2,false
784,0,1,Ruby,0,0,0,1,false
24415,1878,0,PHP,0,0,17,30,false
5777,0,0,Java,0,0,59,6,false
56,0,0,'Not Specified',0,0,25,-1,false
2184,587,0,'Not Specified',0,0,10,1,false
56,0,0,'Not Specified',0,0,16,-1,false
56,0,0,'Not Specified',0,0,17,-1,false
2579,0,0,C,0,0,0,0,false
56,0,0,'Not Specified',0,0,25,-1,false
60,24,0,'Not Specified',0,0,0,1,false
25944,0,0,C,0,0,21,30,false
112,113,1,Ruby,0,0,53,1,false
4185,3548,0,Objective-C,0,0,34,2,false
8881,0,86,C++,15,36,152,6,true
104,897,0,Python,0,0,28,0,false
88154,0,0,Java,0,0,77,1,false
56,0,0,'Not Specified',0,0,22,-1,false
261,804,0,Other,0,0,36,2,true
56,0,0,'Not Specified',0,0,16,-1,false
56,0,0,'Not Specified',0,0,31,-1,false
116,0,0,JavaScript,0,0,31,1,false
56,0,0,'Not Specified',0,0,0,-1,false
108,10,0,'Not Specified',0,0,0,1,false
140,198,0,C++,0,0,0,1,true
3168,1327,0,Other,0,0,20,7,false
56,0,0,'Not Specified',0,0,30,-1,false
56,0,0,'Not Specified',0,0,32,-1,false
56,0,0,'Not Specified',0,0,21,-1,false
56,0,0,'Not Specified',0,0,30,-1,false
104,37,0,'Not Specified',0,0,27,1,false
36612,9178,0,Ruby,0,0,54,30,false
56,0,0,'Not Specified',0,0,29,-1,false
140,0,0,'Not Specified',0,0,10,1,false
117,1579,0,Other,0,0,0,4,false
56,0,0,'Not Specified',0,0,16,-1,false
108,355,0,'Not Specified',0,6,32,1,false
1104,4243,0,JavaScript,0,0,156,30,false
56,0,0,'Not Specified',0,0,29,-1,false
84,1719,0,Objective-C,0,0,71,0,false
56,0,0,'Not Specified',0,0,15,-1,false
120,188,2,Other,0,0,56,1,false
636,106,0,JavaScript,0,0,77,1,false
308,0,0,JavaScript,0,0,33,1,false
128,9208,0,Ruby,0,0,18,1,false
183460,0,0,Other,0,0,40,1,false
250,9585,0,JavaScript,0,0,58,6,false
101,273,0,Python,0,0,87,2,false
637535,1476,0,C,0,0,57,30,false
11588,876,0,Ruby,0,0,70,30,false
328,9208,0,Ruby,1,0,0,1,false
2576,0,0,'Not Specified',0,0,35,0,false
4496,1648,0,CSS,0,0,25,1,false
157,422,0,Other,0,0,21,1,false
100,0,0,'Not Specified',0,0,4,0,false
72,1078,0,JavaScript,0,0,59,1,false
62,0,0,JavaScript,0,0,16,1,false
162,829,0,JavaScript,0,0,75,2,false
124,345,0,Python,1,0,55,1,false
128,919,0,'Not Specified',0,0,52,1,false
3222,734,0,JavaScript,0,0,53,11,false
149,871,0,Ruby,0,0,0,1,false
124,1006,1,Python,0,0,111,1,false
63,0,0,Other,0,0,0,2,false
464,2378,2,Other,2,1,13,3,false
4972,33,0,'Not Specified',0,0,10,1,false
144,0,0,Other,0,0,9,1,false
2541,0,1,JavaScript,0,0,104,3,false
764,19,1,Objective-C,0,0,0,1,false
56,0,0,'Not Specified',0,0,0,-1,false
1227,423,1,JavaScript,1,0,231,2,false
144,0,0,Other,0,0,0,1,false
89,0,0,Python,0,0,63,1,false
124,875,0,JavaScript,0,0,60,0,false
108,75,0,'Not Specified',0,0,56,1,false
177,10318,1,JavaScript,0,0,63,2,false
11284,0,0,Java,0,0,96,8,false
32881,0,5,Java,3,2,28,10,true
112,0,0,'Not Specified',0,0,0,0,false
129848,0,0,C++,0,0,31,1,false
4327,0,0,JavaScript,0,0,83,1,false
56,0,0,'Not Specified',0,0,0,-1,false
136,64,0,Ruby,0,0,35,1,false
108,17,0,Java,0,0,0,1,false
187,7850,1,JavaScript,0,0,95,2,false
1069,0,0,Other,0,0,28,1,false
71,1012,0,JavaScript,0,0,21,2,false
152,70,0,Java,0,0,45,1,false
573,4249,0,CSS,0,0,40,1,false
308,1014,0,PHP,0,0,57,1,false
116,0,0,'Not Specified',0,0,39,1,false
102578,0,0,JavaScript,0,0,27,30,false
861,125,0,JavaScript,0,0,50,2,false
377,6010,0,JavaScript,0,0,67,5,false
148,0,12,Ruby,0,1,20,1,false
140,0,0,Ruby,0,0,28,1,false
105,127,1,Other,0,0,106,0,false
108,0,0,Other,0,0,23,0,false
124,268,0,Other,0,0,0,1,false
169,0,53,JavaScript,7,5,105,4,true
156,0,0,Java,0,0,24,0,false
221,3421,1,PHP,0,0,32,3,false
11397,0,0,Other,0,0,0,15,false
56,0,0,'Not Specified',0,0,11,-1,false
113,83,0,'Not Specified',1,0,5,1,false
4224,9,0,'Not Specified',0,0,0,1,false
104,41,0,'Not Specified',0,0,0,1,false
388,0,1,JavaScript,0,0,35,13,false
172,0,1,JavaScript,0,0,0,1,true
580,0,0,C,0,0,0,1,false
103,0,0,Python,0,0,21,0,false
362,10666,0,Ruby,0,0,46,20,false
310,15211,0,JavaScript,0,0,77,3,false
4973,1405,0,Java,0,0,19,1,false
18677,4871,0,Ruby,0,0,33,30,false
99,32,0,Python,0,0,9,1,false
66,1803,0,Other,0,0,75,1,false
104,0,0,Python,0,0,0,1,false
183,5403,0,JavaScript,0,0,92,1,false
204,56,0,JavaScript,0,0,43,1,false
156,42,0,Java,0,0,23,1,false
131,0,0,Ruby,0,0,47,8,false
56,0,0,'Not Specified',0,0,0,-1,false
396,4265,0,Other,0,0,85,2,false
100,0,0,'Not Specified',0,0,0,1,false
184,432,0,Ruby,0,0,63,1,false
104,28,0,'Not Specified',0,0,4,1,false
40773,0,0,C++,0,0,132,1,false
190,0,0,Ruby,0,0,40,1,false
260,203,0,Ruby,0,0,0,1,false
104,0,0,Other,0,0,111,1,false
5831,0,0,JavaScript,0,0,101,1,false
2492,0,0,Java,0,0,42,1,false
938,3158,0,Ruby,0,0,61,1,false
180,0,0,JavaScript,0,0,41,1,false
2193,6998,0,JavaScript,0,0,338,17,false
4788,0,2,C,3,0,6,1,false
2757,0,0,Objective-C,0,0,0,3,false
225,2896,0,Ruby,0,0,54,5,false
136,87,0,Ruby,0,0,0,1,false
108,41,0,'Not Specified',0,0,22,1,false
128,1043,0,PHP,0,0,178,1,false
3374,95227,0,'Not Specified',0,0,145,30,false
0,0,0,'Not Specified',0,0,0,-1,false
63,0,0,'Not Specified',0,0,64,1,false
331,0,1,'Not Specified',1,7,0,4,false
2657,3317,0,'Not Specified',0,0,47,5,false
175,8669,0,Python,0,0,0,5,false
128,0,2,Other,0,1,22,1,false
0,0,0,'Not Specified',0,0,2458,-1,false
58582,0,0,HTML,0,0,19,1,false
128,0,0,'Not Specified',0,0,35,1,false
428,982,0,JavaScript,0,0,0,1,false
296,202,1,JavaScript,0,0,41,1,true
424,0,1,JavaScript,2,1,26,2,false
128,0,0,JavaScript,0,0,0,1,false
25356,344,0,'Not Specified',0,0,0,2,false
1096,0,0,Java,0,0,40,1,false
151,0,0,JavaScript,0,0,50,7,false
120,14,0,'Not Specified',0,0,0,1,false
2596,3983,0,'Not Specified',0,0,69,4,false
4930,0,0,'Not Specified',0,0,51,5,false
1782,5260,0,'Not Specified',0,0,44,29,false
0,0,0,'Not Specified',0,0,0,-1,false
392,5525,0,'Not Specified',0,0,45,5,false
236,75,0,JavaScript,0,3,44,2,false
59442,1279,0,'Not Specified',0,0,54,30,false
151,1934,5,JavaScript,2,0,0,1,true
1553,4452,0,'Not Specified',0,0,44,6,false
604,2061,1,Python,1,0,0,1,false
145,0,0,Objective-C,0,0,0,2,false
0,0,0,'Not Specified',0,0,0,-1,false
0,0,0,'Not Specified',0,0,0,-1,false
993,1541,1,JavaScript,0,0,0,1,false
706919,0,0,'Not Specified',0,0,14,30,false
0,0,0,'Not Specified',0,0,3044,-1,false
152,46,0,'Not Specified',0,0,0,1,false
0,0,0,'Not Specified',0,0,2294,-1,false
426,290,0,'Not Specified',0,0,0,1,false
176,20,0,JavaScript,0,0,0,1,false
15729,0,0,PHP,0,0,58,0,true
1668,0,0,CSS,0,0,0,1,false
116,0,0,Python,0,0,0,1,false
0,0,0,'Not Specified',0,0,0,-1,false
53004,0,0,HTML,0,0,0,2,false
132,0,0,'Not Specified',0,0,9,1,false
180,96,0,Python,0,0,0,1,false
0,0,0,'Not Specified',0,0,2617,-1,false
3744,642,0,JavaScript,0,0,57,1,false
14103,7203,0,'Not Specified',0,0,180,30,false
0,116,0,'Not Specified',0,0,96,1,false
157,1211,0,'Not Specified',0,0,49,1,false
0,0,0,'Not Specified',0,0,2373,-1,false
0,0,0,'Not Specified',0,0,1958,-1,false
2557,0,0,Other,0,0,15,5,false
616,0,0,CSS,0,6,228,3,false
131,5273,0,Python,1,0,39,2,false
0,0,0,'Not Specified',0,0,12,-1,false
124,0,0,C,0,0,38,0,false
106,783,0,Python,0,0,0,2,false
2887,1301,0,JavaScript,0,0,0,1,false
0,0,0,'Not Specified',0,0,2244,-1,false
706,2358,0,'Not Specified',0,0,74,4,false
122631,2567,0,Java,0,0,205,10,false
244,614,0,Java,0,0,0,1,false
659,650,0,'Not Specified',0,0,45,10,false
0,0,0,'Not Specified',0,0,2469,-1,false
204,54,1,JavaScript,2,0,0,1,false
128,0,0,'Not Specified',0,0,0,1,false
5152,1236,12,Other,0,0,48,1,true
125,270,0,Python,0,0,0,2,false
86,783,0,Python,0,0,0,2,false
2635,168,0,'Not Specified',0,0,14,2,false
0,0,0,'Not Specified',0,0,2259,-1,false
57,783,0,'Not Specified',0,0,0,1,false
172,85,4,JavaScript,0,1,52,0,true
10916,504,0,'Not Specified',0,0,29,1,false
4204,0,0,Java,0,0,21,0,false
110,34,0,'Not Specified',0,0,16,1,false
144,2560,0,Java,0,0,0,2,false
815,261,0,Java,0,0,57,0,false
98,783,0,Python,0,0,0,2,false
129,0,0,Objective-C,0,0,0,1,false
17263,0,0,'Not Specified',0,0,0,1,false
2916,2530,0,'Not Specified',0,0,60,13,false
503080,4228,0,Other,0,0,16,30,false
9075,27913,0,JavaScript,0,0,41,30,false
120,26,0,'Not Specified',0,0,0,1,false
98,783,0,Python,0,0,0,2,false
1708,13987,0,'Not Specified',0,0,16,1,false
197,0,0,'Not Specified',0,0,60,2,false
98,783,0,Python,0,0,0,2,false
241,949,1,Other,5,0,67,1,true
128,41,0,'Not Specified',0,0,0,1,false
99,783,0,Python,0,0,0,2,false
448,554,0,'Not Specified',2,0,93,2,false
252,57,0,Other,0,0,41,0,false
99,783,0,Python,0,0,0,2,false
86,783,0,Python,0,0,0,2,false
3604,0,0,JavaScript,0,0,16,0,false
167,0,0,Python,0,1,0,2,false
2649,0,0,JavaScript,0,0,47,8,false
36,46,0,C,0,0,22,1,true
312,89,0,'Not Specified',0,0,30,1,false
364,0,0,PHP,0,0,16,22,false
2850,6538,0,C#,0,0,67,2,false
4980,369,0,C,0,0,0,1,false
299,89,0,'Not Specified',0,0,30,1,false
1509,0,0,Objective-C,0,0,0,0,false
271,89,0,'Not Specified',0,0,30,1,false
275,89,0,'Not Specified',0,0,30,1,false
144,553,0,Ruby,0,0,19,1,false
304,56,0,C,0,0,40,2,false
236,814,0,JavaScript,0,0,43,1,false
308,847,4,Python,1,0,67,1,true
56,0,0,'Not Specified',0,0,4,-1,false
275,89,0,'Not Specified',0,0,30,1,false
56,0,0,'Not Specified',0,0,0,-1,false
244,10042,0,PHP,0,0,57,3,false
2299,469,0,C++,0,0,41,2,false
108,16,0,'Not Specified',0,0,0,1,false
275,89,0,'Not Specified',0,0,30,1,false
140,175,3,JavaScript,0,0,0,1,false
664,0,0,Java,0,0,0,1,false
108,84,0,JavaScript,0,0,70,1,false
14401,5586,0,PHP,0,0,74,1,false
56,0,0,'Not Specified',0,0,37,-1,false
128,1915,0,Java,0,0,44,1,false
246,97,0,JavaScript,0,0,0,2,false
224,40,0,Ruby,0,0,0,1,false
124,0,0,C#,0,0,0,1,false
240,1633,0,JavaScript,0,0,31,1,false
364,604,0,Ruby,0,0,70,1,false
56,0,0,'Not Specified',0,0,4,-1,false
3066,2158,0,Ruby,0,0,113,3,false
108,0,0,Python,0,0,69,1,false
15881,1941,0,JavaScript,0,0,74,30,false
164,1822,0,JavaScript,0,0,40,1,false
57674,1033,0,Java,0,0,37,30,false
108,40,0,'Not Specified',0,0,12,1,false
209,2359,14,'Not Specified',5,0,30,1,true
235,0,0,Other,0,0,43,3,false
108,36,0,'Not Specified',0,0,18,1,false
108,420,0,JavaScript,0,0,0,1,false
18932,0,0,JavaScript,0,0,0,1,false
387,0,0,Other,1,0,0,1,true
56,0,0,'Not Specified',0,0,8,-1,false
284,1744,0,Python,0,0,29,1,false
240,0,0,'Not Specified',0,0,97,3,false
26664,10794,0,Python,0,0,70,1,false
303,89,0,'Not Specified',0,0,30,1,false
217,14138,0,JavaScript,0,0,145,23,false
56,0,0,'Not Specified',0,0,0,-1,false
126,92,3,Python,11,0,36,1,true
373,3946,0,JavaScript,0,0,50,4,false
119,1195,0,Ruby,0,0,7,2,false
1428,67,0,CSS,0,0,19,1,false
13435,7889,0,PHP,0,0,76,5,false
244,0,0,PHP,0,0,33,1,false
1428,382,0,CSS,0,0,32,1,false
209,504,10,Python,28,3,44,0,true
2688,104,0,C++,0,0,45,1,false
204912,394,1,Java,4,1,78,1,false
156,2243,1,Ruby,1,0,57,1,false
100,25,0,'Not Specified',0,0,6,1,false
170,6565,0,JavaScript,0,0,29,2,false
844,0,0,Java,0,0,0,1,false
8826,3147,0,JavaScript,0,0,47,29,false
93,72,0,'Not Specified',0,0,45,1,false
365,1089,1,C++,1,1,71,1,false
160,0,0,'Not Specified',0,0,0,1,false
130,0,0,Other,0,0,0,2,false
298,0,1,JavaScript,1,10,0,1,false
147,0,1,Other,0,0,26,1,false
325,821,139,JavaScript,27,3,39,9,true
109,0,0,Other,0,0,43,1,false
9025,0,1,C,0,0,47,1,false
210,14797,0,JavaScript,0,0,64,3,false
473,0,0,JavaScript,1,0,0,1,false
135,4697,0,Other,0,0,99,12,false
1048,0,0,C#,0,0,55,3,false
11109,155,0,Other,8,0,15,4,false
162,0,0,Python,0,0,38,2,false
31371,0,0,JavaScript,0,0,22,30,false
1935,137,2,C,4,0,8,1,false
5892,534,0,Objective-C,0,0,128,1,false
4867,0,1,Other,0,0,0,3,false
108,0,1,C++,0,0,119,1,true
132,640,0,JavaScript,0,0,53,1,false
108,124,0,'Not Specified',0,0,94,1,false
224,9681,0,PHP,0,0,43,9,false
56,0,0,'Not Specified',0,0,5,-1,false
11622,4299,0,Ruby,0,0,23,8,false
112,16,0,'Not Specified',0,0,4,1,false
741,1673,3,Python,1,0,19,1,false
56,0,0,'Not Specified',0,0,0,-1,false
508,4275,1,JavaScript,1,0,55,18,false
844608,0,0,Java,1,0,124,1,false
1992,11519,0,Objective-C,0,0,86,15,false
108,50,0,'Not Specified',0,0,18,1,false
676,139,0,'Not Specified',0,0,93,1,false
1692,0,1,C,0,0,48,2,true
0,0,0,'Not Specified',0,0,0,-1,false
180,0,0,Java,0,0,0,1,false
68,12688,0,'Not Specified',0,0,37,8,false
92,0,0,JavaScript,0,0,0,2,false
0,0,0,'Not Specified',0,0,0,-1,false
1176,4187,0,Java,0,0,25,7,false
21,62,0,C,0,0,46,1,true
412760,4818,0,Other,0,0,95,17,false
963434,0,0,C++,0,0,20,30,false
3593,0,0,Other,0,0,51,11,false
132,36,0,'Not Specified',0,0,27,1,false
216,38,0,Python,0,0,27,1,false
756,0,0,JavaScript,0,0,0,0,false
328,6936,0,Java,0,0,159,1,false
0,0,0,'Not Specified',0,0,2917,-1,false
0,0,0,'Not Specified',0,0,2544,-1,false
0,0,0,'Not Specified',0,0,0,-1,false
347011,0,0,Java,0,0,19,25,false
29346,1747,0,Python,0,0,31,30,false
0,0,0,'Not Specified',0,0,9,-1,false
556,69,0,HTML,0,0,0,1,false
26601,4616,0,Java,0,0,98,5,false
1806,1379,0,Java,0,0,0,10,false
2072,0,0,Python,0,0,92,30,false
29936,26,0,'Not Specified',0,0,6,1,false
324,1269,0,Python,0,0,26,1,false
124,0,0,'Not Specified',0,0,0,1,false
9,867,1,JavaScript,0,2,52,1,false
40832,12,0,JavaScript,0,0,4,1,false
152,0,0,Python,0,0,0,1,false
0,0,0,'Not Specified',0,0,0,-1,false
6568,712,0,JavaScript,0,0,82,1,false
3441,3854,0,Java,0,0,10,21,false
2927,10739,0,CSS,0,0,60,30,false
77984,0,0,Objective-C,0,0,0,1,false
1070,4691,0,Java,0,0,0,15,false
0,0,0,'Not Specified',0,1,0,-1,false
520,14,0,Java,0,0,0,1,false
5520,9708,0,Java,0,0,133,3,false
57783,16,0,Objective-C,0,0,0,1,false
8760,0,0,Other,0,0,0,1,false
0,0,0,'Not Specified',0,0,2024,-1,false
24604,2380,0,Java,0,0,84,9,false
0,0,0,'Not Specified',0,0,3590,-1,false
1686,3688,0,Java,0,0,157,5,false
2172,1104,0,Other,0,2,0,1,false
184,49,0,JavaScript,0,0,0,1,false
132,170,0,Other,1,0,0,1,false
0,0,0,'Not Specified',0,0,0,-1,false
1788,0,0,C,0,0,39,30,false
207,143,0,HTML,1,0,54,12,true
54,316,0,PHP,1,1,24,4,true
0,0,0,'Not Specified',0,0,2821,-1,false
15200,0,0,PHP,0,0,24,2,false
129,39,0,JavaScript,1,0,0,1,false
1073,3662,0,'Not Specified',0,0,43,30,false
49758,6200,0,JavaScript,0,0,41,12,false
0,0,0,'Not Specified',0,0,3674,-1,false
340,3192,0,Java,0,0,89,1,false
0,0,0,'Not Specified',0,0,0,-1,false
1324,0,0,C,0,0,35,6,false
416,0,0,C,0,0,4,1,false
317288,2186,0,Java,0,0,77,30,false
56,13,0,'Not Specified',0,0,0,1,false
4560,3252,0,HTML,0,0,0,1,false
2932,0,0,Other,0,0,8,1,false
172,0,0,Java,0,0,0,1,false
8304,4494,0,C++,0,0,0,1,false
22162,13097,0,JavaScript,0,0,25,30,false
220,0,0,C,0,0,47,6,false
120,17,0,'Not Specified',0,0,0,1,false
744,158,0,CSS,0,0,84,1,false
0,0,0,'Not Specified',0,0,1927,-1,false
1411,1382,0,JavaScript,0,0,14,2,false
572,46,0,C#,0,0,29,2,false
785,3764,0,Java,0,0,31,9,false
168,1339,0,Ruby,0,0,0,1,false
3232,9318,0,JavaScript,0,0,46,9,false
1364,0,0,Java,0,0,0,1,false
0,0,0,'Not Specified',0,0,8,-1,false
260,12,1,Java,0,0,0,1,false
154,1422,0,Java,0,0,25,1,false
0,0,0,'Not Specified',0,0,2770,-1,false
4288,3297,0,Java,0,0,46,1,false
941,20,0,Python,0,0,42,30,false
34956,0,0,C,0,0,64,30,false
172,0,0,Java,0,0,15,1,false
0,0,0,'Not Specified',0,0,23,-1,false
13588,0,0,PHP,0,0,8,2,false
0,0,0,'Not Specified',0,0,2657,-1,false
236,54,0,Java,0,0,40,1,false
0,0,0,'Not Specified',0,0,0,-1,false
120,14,0,'Not Specified',0,0,0,1,false
0,0,0,'Not Specified',0,0,0,-1,false
495,1084,0,JavaScript,0,0,55,6,false
548,0,0,C#,0,0,5,1,false
173,2086,0,'Not Specified',0,0,27,27,false
66788,0,0,JavaScript,0,0,37,1,false
120,9,0,'Not Specified',0,0,0,1,false
136,8116,0,Python,0,0,64,3,false
2494,7836,0,C,0,0,12,30,false
248565,2596,0,JavaScript,0,0,34,11,false
26304,0,0,C#,0,0,62,1,false
560,0,0,JavaScript,0,0,19,1,false
5292,1755,0,JavaScript,0,0,29,1,false
148,0,0,'Not Specified',0,0,22,1,false
7192,0,0,Java,0,0,18,1,false
802,122,0,JavaScript,0,0,39,14,false
0,0,0,'Not Specified',0,0,2256,-1,false
115,2059,0,Java,0,0,99,2,false
157,12688,0,'Not Specified',0,0,37,8,false
18839,780,0,CSS,0,0,45,1,false
543,1300,0,PHP,0,0,80,1,false
132,53,0,JavaScript,0,0,0,1,false
328,0,0,Java,0,0,0,2,false
3883,4428,0,'Not Specified',0,0,0,30,false
1580,595,0,Other,0,0,63,1,false
116,0,0,C,0,0,33,0,false
212,0,0,Java,0,0,13,1,false
242,755,0,JavaScript,0,0,32,4,false
7555,11589,0,C,0,0,53,30,false
0,0,0,'Not Specified',0,0,3242,-1,false
100,0,0,'Not Specified',0,0,23,1,false
86,61,0,'Not Specified',0,0,15,2,false
144,27,0,HTML,0,0,8,1,true
334,2595,0,Ruby,0,0,58,3,false
18839,780,0,CSS,0,0,45,1,false
1445,0,0,Other,0,0,37,30,false
0,0,0,'Not Specified',0,0,2299,1,false
3570,6153,0,Ruby,0,0,154,30,false
731,15375,0,PHP,0,0,74,25,false
799,7776,0,'Not Specified',0,0,43,4,false
2510,1375,0,Java,0,0,58,30,false
