SizeKb,readmeSize,stargazers,language,forks_count,open_issues_count,DescLen,numOfContributors,isActive
120,54,0,'Not Specified',0,0,24,1,false
136,0,0,'Not Specified',0,0,18,1,false
496,985,0,Other,0,0,65,1,false
0,0,0,'Not Specified',0,0,0,-1,false
7120,0,0,'Not Specified',0,0,58,1,false
2,67,0,'Not Specified',0,0,20,1,false
1570,4057,0,'Not Specified',0,0,30,24,false
244,551,0,'Not Specified',0,0,50,1,false
132,0,0,Other,0,0,0,0,false
124,0,0,'Not Specified',0,0,0,1,false
236,770,0,Other,0,0,37,1,false
77214,10799,0,Ruby,0,0,22,30,false
4217,0,0,'Not Specified',0,0,66,17,false
448,1146,0,'Not Specified',0,0,73,1,false
10428,53,0,C,0,0,35,1,false
152,0,0,CSS,0,0,0,1,false
151,122,0,Other,0,0,72,2,false
180,0,0,'Not Specified',0,0,0,1,false
2849,634,1,'Not Specified',0,0,48,5,false
124,3872,0,Other,0,0,34,4,false
184,184,0,'Not Specified',0,0,0,1,false
435,0,0,'Not Specified',0,0,46,6,false
990,704,0,'Not Specified',0,0,101,2,false
160,48,0,'Not Specified',0,0,0,1,false
184,2876,0,JavaScript,0,0,39,1,false
2676,450,0,Java,0,0,72,8,false
128,0,0,Ruby,0,0,0,1,false
0,28,0,'Not Specified',0,0,0,1,false
148,90,0,'Not Specified',0,0,47,1,false
6031,5020,0,'Not Specified',0,0,52,3,false
264,481,0,C++,0,0,63,1,false
112,0,0,'Not Specified',0,0,4,0,false
156,1669,0,'Not Specified',0,0,25,6,false
447,12057,0,'Not Specified',0,0,27,30,false
6052,2143,0,Other,0,0,0,12,false
132,72,0,C++,0,0,0,1,false
96262,1944,0,'Not Specified',0,0,98,2,false
2016,4262,0,JavaScript,0,0,72,2,false
5672,61,0,JavaScript,0,0,37,0,false
288,10,0,Java,0,0,0,1,false
220,45,0,'Not Specified',0,0,9,1,false
206,0,0,'Not Specified',0,0,40,2,false
700,79,0,C,0,0,61,1,false
1588,0,0,Python,0,0,28,1,false
128,579,1,JavaScript,0,0,47,1,false
352,847,0,Other,0,0,55,1,false
729,1136,0,Java,1,0,44,3,true
183,5358,0,'Not Specified',0,0,45,1,false
22480,18439,0,C,0,0,102,30,false
112,0,0,'Not Specified',0,0,1,0,false
0,140,0,'Not Specified',0,0,106,1,false
28517,0,11,PHP,1,5,113,2,true
111,128,0,'Not Specified',0,0,64,4,false
247,3307,0,JavaScript,0,0,21,30,true
242624,2418,0,Other,0,0,254,6,true
468,163,0,Java,0,0,21,2,true
2720,0,0,JavaScript,0,0,0,1,true
1045,233,0,CSS,0,0,24,1,true
1,2558,0,'Not Specified',0,0,0,1,true
2597,0,0,Java,0,0,11,1,true
16856,0,0,CSS,0,0,0,0,true
242,4012,0,JavaScript,0,0,17,1,true
15,89,0,C#,0,0,64,1,true
2,0,0,'Not Specified',0,0,12,1,true
14399,3648,0,Java,0,0,14,2,true
7247,20,0,Java,0,0,0,2,true
85936,0,0,JavaScript,0,0,0,1,true
0,0,0,'Not Specified',0,0,0,-1,true
0,55,0,'Not Specified',0,0,36,1,true
2874,158162,0,'Not Specified',0,0,62,30,true
397,1689,0,JavaScript,0,0,32,11,true
2302,10,0,PHP,0,0,0,1,true
62664,2892,0,JavaScript,0,0,16,16,true
332,0,0,Python,0,0,41,8,true
64,0,0,C++,0,0,64,0,true
6451,8561,0,C#,0,0,188,1,true
7403,7381,0,Java,0,0,45,1,true
3,58,1,Java,0,0,38,1,true
337503,37,0,PHP,0,0,0,1,true
460,0,0,Other,0,0,0,0,true
6349,0,0,PHP,0,0,26,30,true
1932,128,0,HTML,0,0,51,1,true
167,57,0,Objective-C,0,0,45,1,true
583,209,0,C,0,0,0,1,true
0,0,0,'Not Specified',0,0,0,-1,true
3482,2933,0,Java,0,0,75,3,true
2453,3271,0,Java,0,0,27,14,true
305,6394,0,'Not Specified',0,0,61,4,true
2807,4791,0,Other,0,0,33,17,true
0,0,0,Other,0,0,0,1,true
0,7,0,'Not Specified',0,0,0,1,true
7377,0,1,CSS,0,0,0,1,true
6782,2323,0,Objective-C,0,0,0,2,true
8000,0,0,C#,0,0,0,1,true
5264,0,0,JavaScript,0,0,0,2,true
36,0,0,Java,0,0,0,1,true
0,12,0,'Not Specified',0,0,58,1,true
624,1465,0,'Not Specified',0,0,29,1,true
27,3833,0,HTML,0,0,68,5,true
0,0,0,'Not Specified',0,0,0,-1,true
314,0,0,Java,0,0,54,0,true
140,63724,0,'Not Specified',0,0,65,7,true
3787,5863,0,C,0,0,91,30,true
33,0,0,C#,0,0,20,1,true
180,0,0,Java,0,0,72,1,true
88602,63,0,HTML,0,0,62,0,true
136,196,0,Python,0,0,0,1,true
23,2647,0,Other,0,0,106,1,true
15,166,0,JavaScript,0,0,31,2,true
3786,1829,0,Java,0,0,35,1,true
12216,3328,0,Other,0,0,20,17,true
20366,7083,0,Java,0,0,45,1,true
0,0,0,'Not Specified',0,0,12,-1,true
4185,15940,0,Java,0,0,132,6,true
4880,1808,0,'Not Specified',0,0,8,8,true
4745,99,1,JavaScript,0,0,79,1,true
74,849,0,Objective-C,0,0,12,1,true
3127,2908,0,Java,0,0,37,2,true
13110,3508,0,JavaScript,0,0,93,30,true
651023,0,0,C++,0,0,128,30,true
86540,9871,0,'Not Specified',0,0,22,1,true
2098,87852,0,Other,0,0,63,30,true
777,8829,0,Objective-C,0,0,36,26,true
1703,5077,0,Java,0,0,209,1,true
1,48,0,JavaScript,0,0,24,1,true
316,0,0,HTML,0,0,0,1,true
22,142,0,Java,0,0,0,1,true
5097,4003,0,'Not Specified',0,0,0,30,true
1,25,0,HTML,0,0,11,1,true
370,14393,0,Java,0,0,10,2,true
125391,3026,0,'Not Specified',0,0,9,1,true
152,2868,0,C#,0,0,51,1,true
50491,934,0,JavaScript,0,0,27,30,true
32085,9204,0,Java,0,0,202,21,true
268,14538,0,Other,0,0,76,2,true
42,15,0,Other,0,0,4,2,true
140,985,0,JavaScript,0,0,28,1,true
190,0,0,Other,0,0,42,1,true
7,681,0,JavaScript,0,0,0,1,true
3,0,0,C,0,0,55,1,true
71,462,0,JavaScript,0,0,0,4,true
2,47,2,Python,0,0,10,2,true
4862,14706,0,JavaScript,0,0,81,30,true
7,0,0,C++,0,0,14,0,true
1,0,0,'Not Specified',0,0,0,1,true
38354,257,0,'Not Specified',0,0,25,1,true
97,135,0,Other,0,0,48,1,true
0,0,0,'Not Specified',0,0,0,-1,true
19,0,0,Python,0,0,34,1,true
7,0,0,Objective-C,0,0,0,1,true
8657,4556,0,Java,0,0,110,15,true
536,7818,0,Objective-C,0,0,38,7,true
5813,1408,0,Other,0,0,30,9,true
124,79,0,JavaScript,0,1,8,2,false
552,3033,0,Java,0,0,112,1,true
1016,12,0,HTML,0,0,0,2,true
22500,6113,0,JavaScript,0,0,37,30,true
203,0,0,Java,0,0,129,1,true
0,0,0,'Not Specified',0,0,5339,-1,true
0,55,0,Java,0,0,16,1,true
0,0,0,Java,0,0,0,0,true
2094,2360,0,Objective-C,0,0,148,17,true
0,0,0,'Not Specified',0,0,0,1,true
315762,3639,0,Python,0,0,171,30,true
1564,12688,0,'Not Specified',0,0,37,8,true
0,22,0,Other,0,0,21,1,true
49309,0,0,C++,0,0,49,0,true
550,0,0,PHP,0,0,107,9,true
46,609,0,C#,0,0,50,1,true
1076,0,0,Ruby,0,0,97,8,true
0,8,0,JavaScript,0,0,0,0,true
0,0,0,Other,0,0,18,1,true
0,0,0,'Not Specified',0,0,22,-1,true
1682768,2246,0,Ruby,0,0,44,30,true
0,0,0,'Not Specified',0,0,0,-1,true
343,5507,0,Ruby,0,0,46,4,true
13801,7861,0,C++,0,0,43,30,true
1564,12688,0,'Not Specified',0,0,37,8,true
327,12,0,'Not Specified',0,0,0,1,true
0,0,0,Other,0,0,23,0,true
23505,4003,0,'Not Specified',0,0,0,30,true
2,987,0,JavaScript,0,0,20,1,true
2929,6147,0,JavaScript,0,0,0,1,true
8037,553,0,Other,0,0,0,20,true
371,2348,0,C#,0,0,33,1,true
0,8,0,JavaScript,0,0,0,0,true
0,123,0,'Not Specified',0,0,42,30,true
0,179,0,JavaScript,0,0,47,1,true
396,3767,0,C,0,0,117,1,true
353215,3226,0,Java,0,0,26,30,true
0,12,0,'Not Specified',0,0,0,1,true
0,48,0,'Not Specified',0,0,29,1,true
926,883,0,'Not Specified',0,0,44,9,true
3680,0,1,Objective-C,0,0,0,1,true
0,10456,0,JavaScript,0,0,0,1,true
0,1084,0,Java,0,0,123,1,true
2078,1908,1,Java,0,0,29,7,true
0,4447,0,Java,0,0,68,1,true
100,1870,0,'Not Specified',0,0,0,2,true
32805,6314,0,Java,0,0,56,4,true
173,1690,0,C,0,0,204,2,true
0,38,0,'Not Specified',0,0,15,1,true
116,2354,0,JavaScript,0,0,0,2,true
821,2915,0,Objective-C,0,0,16,1,true
0,21,0,Other,0,1,52,1,true
511,2211,0,Objective-C,0,0,87,3,true
383,1970,0,'Not Specified',0,0,54,3,true
9587,3289,0,Java,0,0,20,1,true
13129,2261,0,Java,0,0,74,30,true
164,1301,0,Python,0,0,47,2,true
55093,0,0,Objective-C,0,0,38,17,true
122656,2525,0,Ruby,0,0,57,30,true
4483,67,0,'Not Specified',0,0,35,1,true
152,0,0,Ruby,0,0,0,0,true
10876,0,0,Python,0,0,97,30,true
3940,0,0,Java,0,0,105,1,true
1575,43848,0,'Not Specified',0,0,50,30,true
0,1,0,'Not Specified',0,0,0,1,true
10782,0,0,Java,0,0,0,1,true
179298,1545,0,Objective-C,0,0,48,30,true
1523,0,0,Java,0,0,25,3,true
0,95,0,'Not Specified',0,0,0,1,true
3319,382,0,Python,0,0,69,1,true
0,4447,0,Java,0,0,68,1,true
67245,2757,0,C++,0,0,79,2,true
985452,0,0,C#,0,0,14,1,true
0,206,0,HTML,0,0,48,5,true
1,43,0,'Not Specified',0,1,39,1,true
180,337,0,C++,0,0,83,2,true
108,1303,0,Ruby,0,0,0,2,true
0,481,0,Objective-C,0,0,46,1,true
0,0,0,'Not Specified',0,0,0,-1,true
27,84,0,'Not Specified',0,0,38,2,true
203430,3036,0,Java,0,0,13,1,true
0,22,0,'Not Specified',0,0,9,1,true
35,2648,5,Other,0,1,54,1,true
0,66,0,'Not Specified',0,0,53,1,true
0,0,0,Java,0,44,59,0,true
0,25,0,Python,0,0,13,1,true
1417,0,0,CSS,0,0,0,1,true
581,241,0,Java,0,0,44,1,true
226,9657,0,'Not Specified',1,0,41,9,true
0,8,0,JavaScript,0,0,0,1,true
947,2420,0,Java,0,0,46,2,true
0,0,0,JavaScript,0,0,0,1,true
241,17228,0,Python,0,0,32,2,true
0,584,0,'Not Specified',0,4,0,2,true
19,502,0,Other,0,0,0,1,true
0,0,0,'Not Specified',0,0,23,-1,true
0,0,0,'Not Specified',0,0,38,1,true
110358,6040,0,C++,0,0,3,3,true
0,50,0,'Not Specified',0,0,35,1,true
9,3811,0,'Not Specified',0,0,0,1,true
17115,0,0,HTML,0,0,17,1,true
2874,7725,0,PHP,0,0,59,4,false
181,0,0,'Not Specified',0,0,126,30,false
1034,3109,0,Java,0,0,68,1,false
107,171,0,PHP,0,0,35,1,false
6485,3102,0,Java,0,0,86,1,false
136,0,0,Ruby,0,0,0,1,false
2998,0,0,JavaScript,0,0,26,1,true
120,0,0,Other,0,0,0,1,false
1568,0,0,JavaScript,0,0,0,1,false
0,0,0,'Not Specified',0,0,0,-1,false
2221,0,0,JavaScript,0,0,20,1,false
0,0,0,'Not Specified',0,0,0,-1,false
128,1968,1,JavaScript,0,0,50,1,false
489,5786,31,Other,8,7,106,1,true
216,3821,0,JavaScript,0,0,73,1,false
116,0,0,'Not Specified',0,0,19,1,false
612,8707,0,JavaScript,0,0,40,30,false
377,360,0,Java,0,0,65,1,false
228,150,0,'Not Specified',0,0,20,1,false
47680,0,0,Java,0,0,0,1,true
5760,0,0,Python,0,0,46,1,false
978,0,0,'Not Specified',0,0,99,1,true
1446,0,0,Java,0,0,23,20,false
176,0,0,JavaScript,0,0,30,1,false
502817,9846,0,JavaScript,0,0,59,30,true
33712,615,28,JavaScript,7,0,31,2,true
631,0,0,Python,1,0,51,16,false
157,12688,0,'Not Specified',0,0,37,8,false
0,0,0,'Not Specified',0,0,52,-1,false
1235,1590,0,'Not Specified',0,0,68,30,false
172,107,0,'Not Specified',0,0,23,1,false
32,0,0,Other,1,2,0,2,false
3410,5091,0,JavaScript,0,0,29,30,false
204,0,0,Objective-C,0,0,0,1,false
15,3777,0,JavaScript,2,1,83,3,true
26017,132,0,Other,0,0,42,2,false
102,0,0,'Not Specified',0,0,0,2,false
308,1052,0,C++,0,0,40,1,false
34372,16745,0,JavaScript,0,0,18,1,false
66007,0,0,Python,0,0,48,30,false
128,990,0,Java,0,0,16,1,false
5174,0,0,PHP,0,0,39,12,false
136,185,0,Ruby,0,0,0,1,false
1448,0,1,JavaScript,0,0,30,1,true
23316,1357,0,PHP,0,14,47,2,true
157,12688,0,'Not Specified',0,0,37,8,false
0,0,0,'Not Specified',0,0,7,-1,false
136,0,0,'Not Specified',0,0,10,1,false
932,6692,0,'Not Specified',0,0,37,30,false
156,1519,0,Python,0,0,11,1,false
3163,52346,0,'Not Specified',0,0,78,30,false
9132,85,0,C#,0,0,83,0,false
148,44,0,Other,0,0,32,1,false
116,0,0,Java,0,0,0,1,false
1621,0,0,Java,0,0,23,19,false
200,58,0,C++,0,0,43,2,false
224,0,0,Java,0,0,7,1,false
136,0,0,CSS,0,0,0,1,false
253,8325,0,Other,0,0,21,17,false
152,4724,1,PHP,2,0,60,1,true
952772,0,0,'Not Specified',0,0,0,1,false
364,329,0,Java,0,0,60,1,false
38569,4712,45,Java,1,0,34,5,true
594,7652,0,JavaScript,0,0,55,3,false
140,14,0,Python,0,0,0,1,false
0,0,0,'Not Specified',0,0,0,-1,false
236,107,0,Python,0,0,0,0,false
188,720,1,JavaScript,0,0,25,1,false
65,0,0,'Not Specified',0,0,0,1,false
308,479,1,JavaScript,0,0,51,1,false
153,0,0,'Not Specified',0,0,0,2,false
856,0,0,Python,0,0,31,6,false
3106,10433,0,PHP,0,0,79,6,false
141,0,0,'Not Specified',0,0,0,2,false
104,0,0,'Not Specified',0,0,0,0,false
255,6472,0,JavaScript,0,0,61,2,false
24496,2068,0,JavaScript,0,0,55,30,false
6278,1312,0,JavaScript,0,0,38,2,false
0,0,0,'Not Specified',0,0,0,-1,false
535,21,0,C++,1,0,0,1,false
564,0,0,PHP,0,0,0,0,false
26307,629,0,JavaScript,0,0,12,30,false
800,0,0,Other,0,0,0,1,false
959,0,0,JavaScript,0,0,32,28,false
0,10,0,'Not Specified',0,0,0,1,false
28296,0,0,Java,0,0,36,1,false
5908,4825,0,Java,0,0,76,0,false
22725,155,0,Other,2,0,0,30,false
31577,336,0,Objective-C,0,0,56,1,false
0,0,0,'Not Specified',0,0,0,-1,false
101,0,0,'Not Specified',0,0,0,2,false
1479,15004,0,JavaScript,0,0,38,5,false
65,0,0,'Not Specified',0,0,0,1,false
31268,1208,0,Java,0,0,111,2,false
129,17428,0,'Not Specified',0,0,116,15,false
1088,0,0,CSS,0,0,24,1,false
193744,6444,0,C++,0,0,17,30,false
17757,51,0,Other,0,0,17,2,false
156,38,0,PHP,0,0,21,1,false
104,88,0,'Not Specified',0,0,58,1,false
1736,5253,0,'Not Specified',0,0,22,1,false
168,20,0,Java,0,0,0,1,false
120,2522,1,Other,0,0,36,1,false
224427,64,0,'Not Specified',0,0,47,1,false
157,12688,0,'Not Specified',0,0,37,8,false
140,138,0,C,0,0,39,1,false
317725,3664,0,'Not Specified',0,0,57,30,false
343,4254,0,Other,0,0,51,1,false
30524,0,0,JavaScript,1,0,0,1,false
6648,6951,0,'Not Specified',0,0,43,3,false
110308,10007,0,'Not Specified',0,0,44,30,false
120,142,0,Other,0,0,88,0,false
280,24,0,Other,0,0,6,1,false
212,0,1,C#,0,0,80,2,false
8258,1339,0,'Not Specified',0,0,19,1,false
0,0,0,'Not Specified',0,0,82,-1,false
728,84,0,Java,0,0,24,1,false
168,178,0,Java,0,0,49,1,false
1,82,1,'Not Specified',0,0,42,1,true
4711,95,0,'Not Specified',0,0,41,1,false
256,1136,0,'Not Specified',0,0,38,2,false
3760,5802,0,'Not Specified',0,0,0,3,false
175,2042,0,'Not Specified',0,0,29,3,false
3239,142,0,'Not Specified',0,0,42,1,false
728,0,0,'Not Specified',0,0,0,0,true
168,26,3,PHP,5,0,0,1,true
0,0,0,'Not Specified',0,1,6,-1,false
104,0,0,'Not Specified',0,0,33,1,false
3782,1033,0,'Not Specified',0,0,33,1,false
0,0,0,'Not Specified',0,0,0,-1,false
2883,5738,0,'Not Specified',0,0,50,13,false
120,75,0,'Not Specified',0,0,19,1,false
17783,2080,1,'Not Specified',0,0,16,18,false
116,0,0,Ruby,0,0,0,1,false
700,532,0,'Not Specified',0,0,33,1,false
16625,0,0,'Not Specified',0,0,106,4,false
660,146,0,'Not Specified',0,0,53,1,false
27391,1157,0,'Not Specified',0,0,32,3,false
160,89,0,Objective-C,0,0,0,0,false
140,49,1,C++,0,0,35,1,true
152,797,5,JavaScript,0,0,26,1,true
284,55,0,'Not Specified',0,0,0,1,false
26552,0,0,HTML,0,0,0,2,false
28,266,2,Python,2,1,0,1,false
0,0,0,'Not Specified',0,0,0,-1,false
217,4254,0,Other,0,0,51,2,false
1576,0,0,PHP,0,0,91,1,false
128,67,0,JavaScript,0,0,0,1,false
11332,30,0,'Not Specified',0,0,0,1,false
51651,5348,0,'Not Specified',0,0,19,2,false
3080,81,0,'Not Specified',1,0,0,1,false
116,0,0,Other,0,0,0,1,false
743,9768,0,'Not Specified',0,0,59,7,false
5292,4744,0,'Not Specified',0,0,41,30,false
23,26,0,C#,0,0,0,1,false
77488,629,0,'Not Specified',0,0,12,30,false
9912,1236,0,'Not Specified',0,0,82,30,false
8788,5588,0,'Not Specified',0,0,27,30,false
0,0,0,'Not Specified',0,0,0,-1,false
2415,2984,0,'Not Specified',0,0,47,30,false
300,1854,2,JavaScript,0,2,32,2,false
160,1487,0,'Not Specified',0,0,43,1,false
140,159,0,Ruby,0,0,60,1,false
128,319,0,Python,0,0,62,1,false
232,0,0,Other,0,0,71,1,false
260,0,0,Ruby,0,0,0,2,false
1998,6114,0,'Not Specified',0,0,42,4,false
1404,3154,0,'Not Specified',0,0,78,3,false
312,210,0,JavaScript,0,0,35,1,false
240,737,0,Python,1,0,104,1,false
200,258,0,Other,0,0,36,1,false
252,2328,6,JavaScript,0,0,50,3,false
316,0,0,Other,0,0,0,1,false
110,0,0,CSS,0,0,48,2,false
116,169,0,'Not Specified',0,0,1,1,false
22808,0,0,PHP,0,0,0,1,false
63,0,0,'Not Specified',0,0,57,8,false
3838,717,3,CSS,0,4,14,2,true
9000,0,1,Java,0,0,36,2,true
112,0,0,C++,0,0,0,1,false
562,7778,0,'Not Specified',0,0,43,4,false
985,2176,8,PHP,4,2,46,2,true
17275,0,0,'Not Specified',0,0,122,10,false
260,64,0,C++,0,0,38,1,false
1516266,2449,0,'Not Specified',0,0,60,30,false
157,12688,0,'Not Specified',0,0,37,8,false
324,1510,0,C,0,0,75,1,false
376,0,0,Other,0,0,0,1,false
108,0,0,Objective-C,0,0,13,1,false
1156,2699,0,'Not Specified',0,0,74,2,false
288,0,0,Java,0,0,0,3,false
772,76,0,Java,0,0,20,1,false
5596,7488,0,'Not Specified',0,0,24,28,false
544,0,0,CSS,0,0,35,1,false
284,2012,0,'Not Specified',0,0,48,3,false
1242099,0,0,'Not Specified',0,0,26,27,false
5736,46218,0,'Not Specified',0,0,39,22,false
29552,429,1,'Not Specified',0,0,0,1,false
16280,71,0,'Not Specified',0,0,49,2,false
395,2484,0,'Not Specified',0,0,21,4,false
220,0,0,Java,0,0,0,1,false
2569,34671,0,'Not Specified',0,0,42,30,false
140,4074,0,'Not Specified',0,0,41,2,false
172,106,0,Objective-C,0,0,74,1,false
4660,0,0,CSS,0,0,0,1,false
720,496,0,'Not Specified',0,0,36,2,false
840,23645,0,'Not Specified',0,0,52,3,false
3181,1935,0,CSS,0,0,31,5,false
156,64,0,Python,0,0,0,1,false
2072,14579,0,'Not Specified',0,0,136,26,false
5292,18,0,'Not Specified',0,0,0,1,false
204,0,0,Java,0,0,0,0,false
136,50,0,Java,0,0,0,2,false
98,15840,0,'Not Specified',0,0,85,1,false
140,35,0,Java,0,0,3,2,false
0,0,0,'Not Specified',0,0,0,-1,false
168,1375,0,'Not Specified',0,0,96,1,false
184,1087,0,JavaScript,1,0,25,1,false
236,0,0,Other,0,0,32,1,false
2296,0,0,Java,0,0,3,1,false
6046,3069,0,Java,0,0,90,5,false
104,3561,0,'Not Specified',0,0,32,1,false
770,4619,0,'Not Specified',0,0,39,10,false
128,0,0,Python,0,0,31,1,false
232,1455,0,'Not Specified',0,0,80,1,false
3768,0,0,'Not Specified',0,0,46,1,false
100,0,0,Java,0,0,0,0,false
1704,14813,0,'Not Specified',0,0,44,3,false
248,49,0,Other,1,0,19,2,false
22040,2360,0,Other,0,0,67,1,false
259,443,0,'Not Specified',0,0,34,11,false
2634,3739,0,Objective-C,0,0,44,6,false
124,0,0,PHP,0,0,0,1,false
1807,991,0,'Not Specified',0,0,0,1,false
1774,6482,0,'Not Specified',0,0,30,8,false
120,0,0,Java,0,0,0,0,false
1347,2248,0,'Not Specified',0,0,22,4,false
101146,283,0,'Not Specified',0,0,8,5,false
508,16327,0,'Not Specified',0,0,21,8,false
336390,0,0,'Not Specified',0,0,0,5,false
144,196,0,'Not Specified',0,0,70,1,false
3374,95227,0,'Not Specified',0,0,145,30,false
228,700,0,'Not Specified',0,0,59,1,false
376,0,0,JavaScript,0,0,0,1,false
100,0,0,Other,0,0,31,0,false
4043,43,0,JavaScript,1,0,19,1,false
0,0,0,'Not Specified',0,0,103,-1,false
46529,0,0,'Not Specified',0,0,3,30,false
152,115,2,'Not Specified',7,0,59,1,true
200,0,0,Python,0,0,48,0,false
0,40,0,'Not Specified',0,0,20,1,false
132,1821,0,'Not Specified',0,0,45,1,false
5837,0,0,'Not Specified',0,0,209,5,false
768,0,0,'Not Specified',0,0,10,1,false
6576,0,0,'Not Specified',0,0,41,30,false
423,1187,0,'Not Specified',0,0,0,7,false
3403,1835,0,C,0,0,45,30,false
1008,0,0,Objective-C,0,0,8,0,false
23102,422,0,'Not Specified',0,0,74,30,false
0,0,0,'Not Specified',0,0,44,-1,false
31962,3444,21,PHP,15,1,29,1,true
0,0,0,'Not Specified',0,0,4,-1,false
108,0,0,Java,0,0,3,1,false
39562,0,0,C,0,0,57,3,false
1284,0,0,'Not Specified',0,0,0,0,false
2868,577,0,'Not Specified',0,0,69,1,false
52,0,0,'Not Specified',0,0,0,1,false
124,45,0,'Not Specified',0,0,0,1,false
132,34,0,'Not Specified',0,0,0,1,false
54442,0,0,'Not Specified',0,0,40,30,false
332,150,1,'Not Specified',0,0,0,1,false
52,22,0,'Not Specified',0,0,0,1,false
116,63,0,'Not Specified',0,0,24,1,false
0,0,0,'Not Specified',0,0,39,1,false
144,285,0,'Not Specified',0,0,143,1,true
3906,274,0,'Not Specified',0,0,0,2,false
104,46,0,C++,0,0,0,1,false
324,0,0,'Not Specified',0,0,4,1,false
46194,0,0,'Not Specified',0,0,35,30,false
289,2133,5,Other,1,0,95,1,true
2492,793,0,'Not Specified',0,0,102,1,false
2357,0,0,'Not Specified',0,0,32,23,false
107273,0,0,'Not Specified',0,0,0,18,true
0,74,0,'Not Specified',0,0,60,1,false
28628,470,1,JavaScript,0,0,28,1,true
108,0,0,'Not Specified',0,0,15,0,true
107,6507,0,'Not Specified',0,0,31,1,false
104,46,0,C++,0,0,0,1,false
731,2514,0,'Not Specified',0,0,65,7,false
132,0,0,Java,0,0,0,1,false
203,0,0,'Not Specified',0,0,19,1,false
135,0,0,'Not Specified',0,0,0,2,false
358,32348,0,Objective-C,0,0,138,9,false
648,1044,0,C#,0,0,51,4,false
132,0,0,Objective-C,0,0,18,0,false
472,0,0,'Not Specified',0,0,0,1,false
250679,1312,0,'Not Specified',0,0,0,13,false
0,59,0,'Not Specified',0,0,33,1,false
3066,4469,0,'Not Specified',0,0,62,3,false
188,2690,1,PHP,1,0,28,1,true
303,1853,0,JavaScript,0,0,30,2,false
13146,0,0,JavaScript,0,0,93,30,false
3350,0,0,Java,0,0,180,21,false
4637,1870,0,CSS,0,0,85,18,false
32266,8026,0,CSS,0,0,180,13,false
24434,2526,0,Python,0,0,298,30,false
1516,21,3,JavaScript,0,0,0,2,false
33838,0,0,Ruby,0,0,121,30,false
9696,0,0,JavaScript,0,0,63,2,false
1314,4238,0,CSS,0,0,39,7,false
18128,0,0,C,0,0,79,30,false
11252,0,0,CSS,0,0,41,8,false
7980,3520,0,JavaScript,0,0,32,17,false
3964,4220,0,PHP,0,0,98,10,false
619,2345,13,Python,20,10,66,3,true
34162,5627,0,JavaScript,0,0,24,30,false
7754,0,0,C++,0,0,353,4,false
28568,2990,0,Other,0,0,49,30,false
104,216,0,C++,0,0,0,1,false
1250,702,0,C++,1,0,41,6,false
152,192,1,CSS,0,0,110,1,false
10512,581,0,JavaScript,0,0,0,2,false
188,228,0,Ruby,0,0,0,1,false
0,81,0,'Not Specified',0,0,29,1,false
228,93,1,JavaScript,1,0,75,1,true
3500,21045,0,JavaScript,0,0,85,30,false
1402,5390,0,Ruby,0,0,61,3,false
215,5260,0,Python,0,0,44,29,false
0,0,0,'Not Specified',0,0,13,-1,false
265,0,0,JavaScript,0,0,44,5,false
10570,0,0,JavaScript,0,0,56,30,false
282,10654,2,Other,1,0,65,1,false
312,115,1,JavaScript,0,0,59,1,false
200,0,0,JavaScript,0,1,0,2,false
390,5960,0,'Not Specified',0,0,18,4,true
32613,9495,0,Other,0,0,11,1,false
0,0,0,'Not Specified',0,0,0,-1,false
160933,2476,0,C++,0,0,37,30,false
114,780,0,CSS,0,0,45,2,false
0,0,0,'Not Specified',0,0,0,-1,false
131,3592,0,C,0,0,45,1,false
98,803,0,HTML,0,0,30,1,true
364,0,1,JavaScript,0,0,0,1,false
231,0,0,Java,0,0,0,1,false
212,12,0,Ruby,0,0,4,2,false
3752,2125,0,Java,0,0,0,3,false
2804,3808,0,C++,0,0,72,30,false
144,0,0,'Not Specified',0,0,33,0,false
616,0,0,Java,0,0,0,2,false
1250,702,0,C++,0,0,41,6,false
144,816,0,JavaScript,0,0,51,3,false
48872,708,0,'Not Specified',0,0,48,6,false
276,82,0,PHP,0,0,48,1,false
268,60,0,Ruby,0,0,0,1,false
437,0,0,JavaScript,0,0,39,9,false
126,169,0,'Not Specified',0,0,59,4,false
0,0,0,'Not Specified',0,0,0,-1,false
1083,996,0,JavaScript,0,0,57,6,false
44526,11856,2,'Not Specified',1,0,39,3,false
224,2053,0,Java,0,0,24,1,false
180,0,0,Java,1,0,0,1,false
1734,2661,0,C,0,0,46,21,false
129579,2304,0,JavaScript,0,0,77,30,false
1266,1522,0,CSS,0,0,46,18,false
8744,640,0,Java,0,0,150,15,false
77292,7387,0,Java,0,0,34,30,false
124,0,0,'Not Specified',0,0,40,1,false
274058,0,0,C#,0,0,41,30,false
1040,51,0,JavaScript,0,0,35,1,false
235,1931,2,JavaScript,2,0,46,3,false
15504,0,0,Java,0,0,8,1,false
70528,0,0,Java,0,0,26,16,false
976,10479,0,Python,0,0,31,13,false
65960,1246,0,JavaScript,0,0,35,30,false
356,356,1,Other,0,0,61,1,false
140,213,1,Other,1,0,27,1,false
927,0,0,Other,0,0,20,1,false
5458,0,0,Other,0,0,44,11,false
78966,3850,0,C#,0,0,33,8,false
25270,0,0,JavaScript,0,0,24,30,false
245,461,0,Other,0,0,84,1,false
12656,0,0,C++,0,0,83,3,false
